Manufacturer,Manufacturer Part Number,Source,Category,Competitor,Competitor Part Number,Manufacturer,Manufacturer Part Number,Availability,Factory Lead Time,Quantity1,Price1,Quantity2,Price2,Quantity3,Price3,Quantity4,Price4,Quantity5,Price5,Quantity6,Price6,Quantity7,Price7,Quantity8,Price8,Quantity9,Price9,Quantity10,Price10,Currency,URL,Status,Cache Time,Life Cycle,Description
Vishay,SI7858DP-T1-E3,mouser.com,MOSFET,Mouser,Not available,Vishay,SI7858DP-T1-E3,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay/SI7858DP-T1-E3?qs=stqOd1AaK79h%2FZKKvPQAww%3D%3D,No price,06/07/2023 09:57:48 AM,Not available,MOSFET DISCONTINUED - USE Si7858ADP-T1-E3
Vishay,SI7858DP-T1,mouser.com,MOSFET,Mouser,Not available,Vishay,SI7858DP-T1,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay/SI7858DP-T1?qs=stqOd1AaK78EflpN5CfytQ%3D%3D,No price,06/07/2023 09:57:48 AM,Not available,MOSFET DISCONTINUED - USE Si7858ADP-T1-E3
Vishay Semiconductors,SI7858BDP-T1-GE3,mouser.com,MOSFET,Mouser,78-SI7858BDP-T1-GE3,Vishay Semiconductors,SI7858BDP-T1-GE3,11690 On Order,603 Days,1,$1.68,10,$1.51,100,$1.18,500,$0.973,1000,$0.864,3000,$0.864,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Semiconductors/SI7858BDP-T1-GE3?qs=WX95TUc1y55MVAAJBChbww%3D%3D,Priced,06/07/2023 09:57:48 AM,Not available,MOSFET 12V Vds 8V Vgs PowerPAK SO-8
Vishay Semiconductors,SI7858ADP-T1-GE3,mouser.com,MOSFET,Mouser,781-SI7858ADP-T1-GE3,Vishay Semiconductors,SI7858ADP-T1-GE3,None,105 Days,3000,$1.90,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Semiconductors/SI7858ADP-T1-GE3?qs=tWM4QuTcS4V%252BkcMJaTltWg%3D%3D,Priced,06/07/2023 09:57:48 AM,Not available,MOSFET 12V 29A 5.4W 2.6mohm @ 4.5V
Vishay,SI7856DP-T1-E3,mouser.com,MOSFET,Mouser,Not available,Vishay,SI7856DP-T1-E3,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay/SI7856DP-T1-E3?qs=stqOd1AaK7%2FP%252B5ooBe7TAg%3D%3D,No price,06/07/2023 09:57:48 AM,Not available,MOSFET
Vishay,SI7856DP-T1,mouser.com,MOSFET,Mouser,Not available,Vishay,SI7856DP-T1,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay/SI7856DP-T1?qs=stqOd1AaK79dX0oIVvtGEA%3D%3D,No price,06/07/2023 09:57:48 AM,Not available,MOSFET DISCONTINUED - USE Si7856ADP-T1-E3
Vishay / Siliconix,SI7856ADP-T1-GE3,mouser.com,MOSFET,Mouser,Not available,Vishay / Siliconix,SI7856ADP-T1-GE3,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/SI7856ADP-T1-GE3?qs=45wPT2wjtGkAMKRCoSg2qQ%3D%3D,No price,06/07/2023 09:57:48 AM,Obsolete,MOSFET 30V 25A 5.4W 3.7mohm @ 10V
Vishay / Siliconix,SI7856ADP-T1,mouser.com,MOSFET,Mouser,781-SI7856ADP,Vishay / Siliconix,SI7856ADP-T1,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://www2.mouser.com/ProductDetail/Vishay-Siliconix/SI7856ADP-T1?qs=G1LhLIAbs1y7vDzymug8Ew%3D%3D,No price,06/07/2023 09:57:48 AM,Obsolete,MOSFET 30V 25A 1.9W
Vishay Semiconductors,SI7852DP-T1-GE3,mouser.com,MOSFET,Mouser,781-SI7852DP-GE3,Vishay Semiconductors,SI7852DP-T1-GE3,2754 In Stock,165 Days,1,$3.06,10,$2.69,100,$2.26,500,$1.92,1000,$1.61,3000,$1.51,6000,$1.50,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Semiconductors/SI7852DP-T1-GE3?qs=%252BPu8jn5UVnEmN3k894Leog%3D%3D,Priced,06/07/2023 09:57:48 AM,Not available,MOSFET 80V Vds 20V Vgs PowerPAK SO-8
Vishay Semiconductors,SI7852ADP-T1-GE3,mouser.com,MOSFET,Mouser,781-SI7852ADP-T1-GE3,Vishay Semiconductors,SI7852ADP-T1-GE3,3648 In Stock,545 Days,1,$2.59,10,$2.32,100,$1.98,500,$1.78,1000,$1.49,3000,$1.32,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Semiconductors/SI7852ADP-T1-GE3?qs=IRuQNBqMOcmgmFrybZyPGw%3D%3D,Priced,06/07/2023 09:57:48 AM,Not available,MOSFET 80V 30A 62.5W 17mohm @ 10V
Vishay Semiconductors,SI7852ADP-T1-E3,mouser.com,MOSFET,Mouser,781-SI7852ADP-E3,Vishay Semiconductors,SI7852ADP-T1-E3,14919 In Stock,561 Days,1,$2.82,10,$2.54,100,$2.08,500,$1.78,1000,$1.49,3000,$1.41,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Semiconductors/SI7852ADP-T1-E3?qs=CvJEIY3l6U2JSu4sA%2FmBRg%3D%3D,Priced,06/07/2023 09:57:48 AM,Not available,MOSFET 80V 30A 62.5W 17mohm @ 10V
Vishay Semiconductors,SI7850DP-T1-GE3,mouser.com,MOSFET,Mouser,781-SI7850DP-GE3,Vishay Semiconductors,SI7850DP-T1-GE3,4007 In Stock,276 Days,1,$2.12,10,$1.89,100,$1.52,500,$1.25,1000,$1.04,3000,$1.04,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Semiconductors/SI7850DP-T1-GE3?qs=%252BPu8jn5UVnFTzRP2CDoEYQ%3D%3D,Priced,06/07/2023 09:57:48 AM,Not available,MOSFET 60V Vds 20V Vgs PowerPAK SO-8
Vishay Semiconductors,SI7850DP-T1-E3,mouser.com,MOSFET,Mouser,781-SI7850DP-E3,Vishay Semiconductors,SI7850DP-T1-E3,21566 On Order,679 Days,1,$2.03,10,$1.83,100,$1.47,500,$1.21,1000,$0.998,3000,$0.94,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Semiconductors/SI7850DP-T1-E3?qs=jcx%252B0HVgj2bcLqCJDihwxA%3D%3D,Priced,06/07/2023 09:57:48 AM,Not available,MOSFET 60V Vds 20V Vgs PowerPAK SO-8
Vishay / Siliconix,SI7848DP-T1,mouser.com,MOSFET,Mouser,781-SI7848DP,Vishay / Siliconix,SI7848DP-T1,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/SI7848DP-T1?qs=IenFidxwq1Q6P7405yY6IQ%3D%3D,No price,06/07/2023 09:57:48 AM,Obsolete,MOSFET RECOMMENDED ALT 781-SI7848BDP-E3
Vishay / Siliconix,SI7848DP-T1-E3,mouser.com,MOSFET,Mouser,781-SI7848DP-E3,Vishay / Siliconix,SI7848DP-T1-E3,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/SI7848DP-T1-E3?qs=jcx%252B0HVgj2b8kFerXNZ6UQ%3D%3D,No price,06/07/2023 09:57:48 AM,Obsolete,MOSFET RECOMMENDED ALT 781-SI7848BDP-E3
Vishay Semiconductors,SI7848BDP-T1-GE3,mouser.com,MOSFET,Mouser,781-SI7848BDP-T1-GE3,Vishay Semiconductors,SI7848BDP-T1-GE3,2083 In Stock,467 Days,1,$1.78,10,$1.61,100,$1.32,3000,$1.32,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Semiconductors/SI7848BDP-T1-GE3?qs=tWM4QuTcS4WvJzsMKfp1pA%3D%3D,Priced,06/07/2023 09:57:48 AM,Not available,MOSFET 40V Vds 20V Vgs PowerPAK SO-8
Vishay Semiconductors,SI7848BDP-T1-E3,mouser.com,MOSFET,Mouser,781-SI7848BDP-E3,Vishay Semiconductors,SI7848BDP-T1-E3,10000 In Stock,82 Days,1,$1.78,10,$1.61,500,$1.52,3000,$1.52,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://www2.mouser.com/ProductDetail/Vishay-Semiconductors/SI7848BDP-T1-E3?qs=sXL1QONaU65Vmc5IB8oG1A%3D%3D,Priced,06/07/2023 09:57:48 AM,Not available,MOSFET 40V Vds 20V Vgs PowerPAK SO-8
Vishay Semiconductors,GSOT36-GS08,mouser.com,ESD Suppressors / TVS Diodes,Mouser,78-GSOT36,Vishay Semiconductors,GSOT36-GS08,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://www2.mouser.com/ProductDetail/Vishay-Semiconductors/GSOT36-GS08?qs=WLTup5mM6hg7DAzzHT1r%2Fg%3D%3D,No price,06/07/2023 09:57:48 AM,Obsolete,ESD Suppressors / TVS Diodes RECOMMENDED ALT 78-GSOT36-E3-08
Vishay Semiconductors,GSOT24-HT3-GS08,mouser.com,ESD Suppressors / TVS Diodes,Mouser,Not available,Vishay Semiconductors,GSOT24-HT3-GS08,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://www2.mouser.com/ProductDetail/Vishay-Semiconductors/GSOT24-HT3-GS08?qs=WLTup5mM6hilJrXC%252Bftfng%3D%3D,No price,06/07/2023 09:57:48 AM,Not available,"ESD Suppressors / TVS Diodes ESD Protection Diode, 300W, 24Vwm,  LLP75-3B"
Vishay Semiconductors,GSOT24-GS08,mouser.com,ESD Suppressors / TVS Diodes,Mouser,78-GSOT24,Vishay Semiconductors,GSOT24-GS08,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Semiconductors/GSOT24-GS08?qs=WLTup5mM6hiVYupEW8Asyg%3D%3D,No price,06/07/2023 09:57:48 AM,Obsolete,ESD Suppressors / TVS Diodes RECOMMENDED ALT 78-GSOT24-E3-08
Vishay Semiconductors,GSOT15-HT3-GS08,mouser.com,ESD Suppressors / TVS Diodes,Mouser,Not available,Vishay Semiconductors,GSOT15-HT3-GS08,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Semiconductors/GSOT15-HT3-GS08?qs=WLTup5mM6hib9NCh6jdUcA%3D%3D,No price,06/07/2023 09:57:48 AM,Not available,"ESD Suppressors / TVS Diodes ESD Protection Diode, 300W, 15Vwm,  LLP75-3B"
Vishay Semiconductors,GSOT15-GS08,mouser.com,ESD Suppressors / TVS Diodes,Mouser,78-GSOT15,Vishay Semiconductors,GSOT15-GS08,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Semiconductors/GSOT15-GS08?qs=WLTup5mM6hhsqRfdOeea%252Bg%3D%3D,No price,06/07/2023 09:57:48 AM,Obsolete,ESD Suppressors / TVS Diodes RECOMMENDED ALT 78-GSOT15-E3-08
Vishay Semiconductors,GSOT12-HT3-GS08,mouser.com,ESD Suppressors / TVS Diodes,Mouser,Not available,Vishay Semiconductors,GSOT12-HT3-GS08,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Semiconductors/GSOT12-HT3-GS08?qs=WLTup5mM6hhES%252BkFDTNCXw%3D%3D,No price,06/07/2023 09:57:48 AM,Not available,"ESD Suppressors / TVS Diodes ESD Protection Diode, 300W, 12Vwm,  LLP75-3B"
Vishay Semiconductors,GSOT12-GS08,mouser.com,ESD Suppressors / TVS Diodes,Mouser,78-GSOT12,Vishay Semiconductors,GSOT12-GS08,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://www2.mouser.com/ProductDetail/Vishay-Semiconductors/GSOT12-GS08?qs=WLTup5mM6hgF4eFyohag6w%3D%3D,No price,06/07/2023 09:57:48 AM,Obsolete,ESD Suppressors / TVS Diodes RECOMMENDED ALT 78-GSOT12-E3-08
Cirrus Logic,WM8955LEFL,mouser.com,Audio D/A Converter ICs,Mouser,Not available,Cirrus Logic,WM8955LEFL,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Cirrus-Logic/WM8955LEFL?qs=h%252BjhCdA2BMxCEk7nog4i1w%3D%3D,No price,06/07/2023 09:57:48 AM,Obsolete,"Audio D/A Converter ICs Stereo DAC with H/P, Spkr, PLL -25 C to 85 C"
Cirrus Logic,WM8903CLGEFK/R,mouser.com,Interface - CODECs,Mouser,238-WM8903CLGEFK/R,Cirrus Logic,WM8903CLGEFK/R,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Cirrus-Logic/WM8903CLGEFK-R?qs=G8wrXCBxhFtENXTxT5mWJQ%3D%3D,No price,06/07/2023 09:57:48 AM,Obsolete,Interface - CODECs Ultra low pwr hi-fi CODEC
Cirrus Logic,WM8761GED/R,mouser.com,Audio D/A Converter ICs,Mouser,Not available,Cirrus Logic,WM8761GED/R,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Cirrus-Logic/WM8761GED-R?qs=h%252BjhCdA2BMzbJWIMzBO%2F7A%3D%3D,No price,06/07/2023 09:57:48 AM,Not available,Audio D/A Converter ICs Stereo DAC -25 C to 85 C
Cirrus Logic,WM8761CGED,mouser.com,Audio D/A Converter ICs,Mouser,238-WM8761CGED,Cirrus Logic,WM8761CGED,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Cirrus-Logic/WM8761CGED?qs=G8wrXCBxhFt3RLz4D9Y9dw%3D%3D,No price,06/07/2023 09:57:48 AM,Obsolete,Audio D/A Converter ICs Stereo DAC
Cirrus Logic,WM8759GED/RV,mouser.com,Audio D/A Converter ICs,Mouser,238-WM8759GED/RV,Cirrus Logic,WM8759GED/RV,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Cirrus-Logic/WM8759GED-RV?qs=b6YULaAZMLFeYsCISF4WRQ%3D%3D,No price,06/07/2023 09:57:48 AM,Obsolete,Audio D/A Converter ICs Stereo DAC with H/P
Cirrus Logic,WM8753LGEFL/RV,mouser.com,Interface - CODECs,Mouser,238-WM8753LGEFL/RV,Cirrus Logic,WM8753LGEFL/RV,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Cirrus-Logic/WM8753LGEFL-RV?qs=b6YULaAZMLEpkVn5fF7tuA%3D%3D,No price,06/07/2023 09:57:48 AM,Obsolete,Interface - CODECs Stereo CODEC plus PCM CODEC
Cirrus Logic,WM8734SEFL/R,mouser.com,Interface - CODECs,Mouser,238-WM8734SEFL/R,Cirrus Logic,WM8734SEFL/R,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Cirrus-Logic/WM8734SEFL-R?qs=b6YULaAZMLHw%252B8c1I0Oc%2FA%3D%3D,No price,06/07/2023 09:57:48 AM,Obsolete,Interface - CODECs Stereo CODEC
Cirrus Logic,WM8731SEDS/R,mouser.com,Interface - CODECs,Mouser,238-WM8731SEDS/R,Cirrus Logic,WM8731SEDS/R,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Cirrus-Logic/WM8731SEDS-R?qs=b6YULaAZMLGWSGdFe6OQcQ%3D%3D,No price,06/07/2023 09:57:48 AM,Obsolete,Interface - CODECs Stereo CODEC with H/P
Cirrus Logic,WM8731LSEFL/R,mouser.com,Interface - CODECs,Mouser,238-WM8731LSEFL/R,Cirrus Logic,WM8731LSEFL/R,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Cirrus-Logic/WM8731LSEFL-R?qs=b6YULaAZMLEeZ4vqhRRdvA%3D%3D,No price,06/07/2023 09:57:48 AM,Obsolete,Interface - CODECs STEREO CODEC w/ HP 28-pin
Cirrus Logic,WM8728SEDS/RV,mouser.com,Audio D/A Converter ICs,Mouser,238-WM8728SEDS/RV,Cirrus Logic,WM8728SEDS/RV,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Cirrus-Logic/WM8728SEDS-RV?qs=%2F%252BPMR94VuMaWA%252BTUL%252BnOeA%3D%3D,No price,06/07/2023 09:57:48 AM,Obsolete,Audio D/A Converter ICs Stereo DAC
Cirrus Logic,WM8727ED/R,mouser.com,Audio D/A Converter ICs,Mouser,Not available,Cirrus Logic,WM8727ED/R,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Cirrus-Logic/WM8727ED-R?qs=h%252BjhCdA2BMw6S36OOKnmwg%3D%3D,No price,06/07/2023 09:57:48 AM,Not available,Audio D/A Converter ICs Stereo DAC -25 C to 85 C
Cirrus Logic,WM8726GED/RV,mouser.com,Audio D/A Converter ICs,Mouser,238-WM8726GED/RV,Cirrus Logic,WM8726GED/RV,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Cirrus-Logic/WM8726GED-RV?qs=b6YULaAZMLFffm40ZHqD8g%3D%3D,No price,06/07/2023 09:57:48 AM,Obsolete,Audio D/A Converter ICs Stereo DAC
Cirrus Logic,WM8718SEDS/RV,mouser.com,Audio D/A Converter ICs,Mouser,238-WM8718SEDS/RV,Cirrus Logic,WM8718SEDS/RV,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Cirrus-Logic/WM8718SEDS-RV?qs=%2F%252BPMR94VuMbAhiA5R7uk%252BQ%3D%3D,No price,06/07/2023 09:57:48 AM,Obsolete,Audio D/A Converter ICs Stereo DAC Differential O/P
Cirrus Logic,WM8714ED/R,mouser.com,Audio D/A Converter ICs,Mouser,238-WM8714ED/R,Cirrus Logic,WM8714ED/R,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Cirrus-Logic/WM8714ED-R?qs=b6YULaAZMLFm337f8Ye6Fw%3D%3D,No price,06/07/2023 09:57:48 AM,Obsolete,Audio D/A Converter ICs Stereo DAC
Cirrus Logic,WM8714ED,mouser.com,Audio D/A Converter ICs,Mouser,238-WM8714ED,Cirrus Logic,WM8714ED,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Cirrus-Logic/WM8714ED?qs=b6YULaAZMLE16V7Ngh24tQ%3D%3D,No price,06/07/2023 09:57:48 AM,Obsolete,Audio D/A Converter ICs Stereo DAC
Cirrus Logic,WM8711CBLGEFL/RV,mouser.com,Audio D/A Converter ICs,Mouser,238-WM8711CBLGEFL/RV,Cirrus Logic,WM8711CBLGEFL/RV,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Cirrus-Logic/WM8711CBLGEFL-RV?qs=G8wrXCBxhFtrGOTl3EsFbQ%3D%3D,No price,06/07/2023 09:57:48 AM,Obsolete,Audio D/A Converter ICs Low Power Stereo AUDIO DAC
Cirrus Logic,XWM8722EDS,mouser.com,Audio D/A Converter ICs,Mouser,Not available,Cirrus Logic,XWM8722EDS,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Cirrus-Logic/XWM8722EDS?qs=cyeNERxsjSoj7ExngulQ6g%3D%3D,No price,06/07/2023 09:57:48 AM,Not available,Audio D/A Converter ICs
Vishay / Siliconix,SIS890ADN-T1-GE3,mouser.com,MOSFET,Mouser,78-SIS890ADN-T1-GE3,Vishay / Siliconix,SIS890ADN-T1-GE3,144504 In Stock,216 Days,1,$0.964,10,$0.852,100,$0.653,500,$0.516,1000,$0.414,3000,$0.393,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/SIS890ADN-T1-GE3?qs=zW32dvEIR3tXhJDe%252BOJssA%3D%3D,Priced,06/07/2023 09:57:48 AM,Not available,MOSFET N-CHANNEL 100-V (D-S) MOSFET
Vishay Semiconductors,SIS862DN-T1-GE3,mouser.com,MOSFET,Mouser,78-SIS862DN-T1-GE3,Vishay Semiconductors,SIS862DN-T1-GE3,21000 On Order,937 Days,1,$1.19,10,$1.07,100,$0.828,500,$0.716,1000,$0.621,3000,$0.608,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Semiconductors/SIS862DN-T1-GE3?qs=p16GO3wfQgwsjiix0enOOg%3D%3D,Priced,06/07/2023 09:57:48 AM,Not available,MOSFET 60V Vds 20V Vgs PowerPAK 1212-8
Vishay / Siliconix,SIS862ADN-T1-GE3,mouser.com,MOSFET,Mouser,78-SIS862ADN-T1-GE3,Vishay / Siliconix,SIS862ADN-T1-GE3,11701 In Stock,229 Days,1,$0.985,10,$0.867,100,$0.665,500,$0.526,1000,$0.421,3000,$0.355,9000,$0.349,24000,$0.341,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/SIS862ADN-T1-GE3?qs=T3oQrply3y9z5MeC0jygXQ%3D%3D,Priced,06/07/2023 09:57:48 AM,Not available,MOSFET N-CHANNEL 60-V (D-S) MOSFET
Vishay / Siliconix,SIS822DNT-T1-GE3,mouser.com,MOSFET,Mouser,78-SIS822DNT-T1-GE3,Vishay / Siliconix,SIS822DNT-T1-GE3,None,0 Days,1,$0.436,10,$0.356,100,$0.243,500,$0.183,1000,$0.147,3000,$0.126,6000,$0.118,9000,$0.111,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/SIS822DNT-T1-GE3?qs=nKAiUEXvm%2FDScvbJNDFp7A%3D%3D,Priced,06/07/2023 09:57:48 AM,Not available,MOSFET 30V Vds 20V Vgs PowerPAK 1212-8S
